2026-04-07 19:53:54,604 | WARNING | MEDIUM | New service detected since baseline: Cellular Time
2026-04-07 19:53:54,608 | WARNING | MEDIUM | New service detected since baseline: ActiveX Installer (AxInstSV)
2026-04-07 19:53:54,608 | WARNING | MEDIUM | New service detected since baseline: BitLocker Drive Encryption Service
2026-04-07 19:53:54,608 | WARNING | MEDIUM | New service detected since baseline: Base Filtering Engine
2026-04-07 19:53:54,608 | WARNING | MEDIUM | New service detected since baseline: Background Intelligent Transfer Service
2026-04-07 19:53:54,608 | WARNING | MEDIUM | New service detected since baseline: brlapi
2026-04-07 19:53:54,608 | WARNING | MEDIUM | New service detected since baseline: Background Tasks Infrastructure Service
2026-04-07 19:53:54,608 | WARNING | MEDIUM | New service detected since baseline: Bluetooth Audio Gateway Service
2026-04-07 19:53:54,608 | WARNING | MEDIUM | New service detected since baseline: AVCTP service
2026-04-07 19:53:54,608 | WARNING | MEDIUM | New service detected since baseline: Bluetooth Support Service
2026-04-07 19:53:54,608 | WARNING | MEDIUM | New service detected since baseline: Capability Access Manager Service
2026-04-07 19:53:54,608 | WARNING | MEDIUM | New service detected since baseline: Connected Devices Platform Service
2026-04-07 19:53:54,608 | WARNING | MEDIUM | New service detected since baseline: Certificate Propagation
2026-04-07 19:53:54,608 | WARNING | MEDIUM | New service detected since baseline: Microsoft Office Click-to-Run Service
2026-04-07 19:53:54,608 | WARNING | MEDIUM | New service detected since baseline: Client License Service (ClipSVC)
2026-04-07 19:53:54,608 | WARNING | MEDIUM | New service detected since baseline: COM+ System Application
2026-04-07 19:53:54,608 | WARNING | MEDIUM | New service detected since baseline: CoreMessaging
2026-04-07 19:53:54,608 | WARNING | MEDIUM | New service detected since baseline: Intel(R) Content Protection HDCP Service
2026-04-07 19:53:54,609 | WARNING | MEDIUM | New service detected since baseline: Cryptographic Services
2026-04-07 19:53:54,609 | WARNING | MEDIUM | New service detected since baseline: DCOM Server Process Launcher
2026-04-07 19:53:54,609 | WARNING | MEDIUM | New service detected since baseline: Declared Configuration(DC) service
2026-04-07 19:53:54,609 | WARNING | MEDIUM | New service detected since baseline: Optimize drives
2026-04-07 19:53:54,609 | WARNING | MEDIUM | New service detected since baseline: Device Association Service
2026-04-07 19:53:54,609 | WARNING | MEDIUM | New service detected since baseline: Device Install Service
2026-04-07 19:53:54,609 | WARNING | MEDIUM | New service detected since baseline: DevQuery Background Discovery Broker
2026-04-07 19:53:54,609 | WARNING | MEDIUM | New service detected since baseline: DHCP Client
2026-04-07 19:53:54,609 | WARNING | MEDIUM | New service detected since baseline: Diagnostic Execution Service
2026-04-07 19:53:54,609 | WARNING | MEDIUM | New service detected since baseline: Connected User Experiences and Telemetry
2026-04-07 19:53:54,609 | WARNING | MEDIUM | New service detected since baseline: Display Policy Service
2026-04-07 19:53:54,609 | WARNING | MEDIUM | New service detected since baseline: Display Enhancement Service
2026-04-07 19:53:54,609 | WARNING | MEDIUM | New service detected since baseline: Device Management Enrollment Service
2026-04-07 19:53:54,609 | WARNING | MEDIUM | New service detected since baseline: Device Management Wireless Application Protocol (WAP) Push message Routing Service
2026-04-07 19:53:54,609 | WARNING | MEDIUM | New service detected since baseline: DNS Client
2026-04-07 19:53:54,609 | WARNING | MEDIUM | New service detected since baseline: Delivery Optimization
2026-04-07 19:53:54,609 | WARNING | MEDIUM | New service detected since baseline: Wired AutoConfig
2026-04-07 19:53:54,609 | WARNING | MEDIUM | New service detected since baseline: Diagnostic Policy Service
2026-04-07 19:53:54,609 | WARNING | MEDIUM | New service detected since baseline: Device Setup Manager
2026-04-07 19:53:54,609 | WARNING | MEDIUM | New service detected since baseline: Data Sharing Service
2026-04-07 19:53:54,609 | WARNING | MEDIUM | New service detected since baseline: Data Usage
2026-04-07 19:53:54,609 | WARNING | MEDIUM | New service detected since baseline: Extensible Authentication Protocol
2026-04-07 19:53:54,611 | WARNING | MEDIUM | New service detected since baseline: Microsoft Edge Update Service (edgeupdate)
2026-04-07 19:53:54,611 | WARNING | MEDIUM | New service detected since baseline: Microsoft Edge Update Service (edgeupdatem)
2026-04-07 19:53:54,611 | WARNING | MEDIUM | New service detected since baseline: Encrypting File System (EFS)
2026-04-07 19:53:54,611 | WARNING | MEDIUM | New service detected since baseline: Embedded Mode
2026-04-07 19:53:54,611 | WARNING | MEDIUM | New service detected since baseline: Enterprise App Management Service
2026-04-07 19:53:54,611 | WARNING | MEDIUM | New service detected since baseline: Intel(R) Dynamic Tuning service
2026-04-07 19:53:54,611 | WARNING | MEDIUM | New service detected since baseline: Windows Event Log
2026-04-07 19:53:54,611 | WARNING | MEDIUM | New service detected since baseline: COM+ Event System
2026-04-07 19:53:54,611 | WARNING | MEDIUM | New service detected since baseline: Function Discovery Provider Host
2026-04-07 19:53:54,611 | WARNING | MEDIUM | New service detected since baseline: Function Discovery Resource Publication
2026-04-07 19:53:54,611 | WARNING | MEDIUM | New service detected since baseline: File History Service
2026-04-07 19:53:54,611 | WARNING | MEDIUM | New service detected since baseline: FileSyncHelper
2026-04-07 19:53:54,611 | WARNING | MEDIUM | New service detected since baseline: Windows Font Cache Service
2026-04-07 19:53:54,611 | WARNING | MEDIUM | New service detected since baseline: Windows Camera Frame Server
2026-04-07 19:53:54,613 | WARNING | MEDIUM | New service detected since baseline: Windows Camera Frame Server Monitor
2026-04-07 19:53:54,613 | WARNING | MEDIUM | New service detected since baseline: NVIDIA FrameView SDK service
2026-04-07 19:53:54,613 | WARNING | MEDIUM | New service detected since baseline: GameInput Service
2026-04-07 19:53:54,613 | WARNING | MEDIUM | New service detected since baseline: Google Chrome Elevation Service (GoogleChromeElevationService)
2026-04-07 19:53:54,613 | WARNING | MEDIUM | New service detected since baseline: Google Updater Internal Service (GoogleUpdaterInternalService148.0.7730.0)
2026-04-07 19:53:54,614 | WARNING | MEDIUM | New service detected since baseline: Google Updater Service (GoogleUpdaterService148.0.7730.0)
2026-04-07 19:53:54,614 | WARNING | MEDIUM | New service detected since baseline: Group Policy Client
2026-04-07 19:53:54,614 | WARNING | MEDIUM | New service detected since baseline: GraphicsPerfSvc
2026-04-07 19:53:54,614 | WARNING | MEDIUM | New service detected since baseline: Human Interface Device Service
2026-04-07 19:53:54,614 | WARNING | MEDIUM | New service detected since baseline: Host Network Service
2026-04-07 19:53:54,616 | WARNING | MEDIUM | New service detected since baseline: Hotpatch Monitoring Service
2026-04-07 19:53:54,616 | WARNING | MEDIUM | New service detected since baseline: HV Host Service
2026-04-07 19:53:54,616 | WARNING | MEDIUM | New service detected since baseline: Intel(R) Optane(TM) Memory Service
2026-04-07 19:53:54,616 | WARNING | MEDIUM | New service detected since baseline: Windows Mobile Hotspot Service
2026-04-07 19:53:54,616 | WARNING | MEDIUM | New service detected since baseline: Intel(R) Graphics Command Center Service
2026-04-07 19:53:54,616 | WARNING | MEDIUM | New service detected since baseline: Intel(R) HD Graphics Control Panel Service
2026-04-07 19:53:54,618 | WARNING | MEDIUM | New service detected since baseline: IKE and AuthIP IPsec Keying Modules
2026-04-07 19:53:54,618 | WARNING | MEDIUM | New service detected since baseline: System Interface Foundation Service
2026-04-07 19:53:54,618 | WARNING | MEDIUM | New service detected since baseline: Microsoft Store Install Service
2026-04-07 19:53:54,618 | WARNING | MEDIUM | New service detected since baseline: Intel(R) Capability Licensing Service TCP IP Interface
2026-04-07 19:53:54,618 | WARNING | MEDIUM | New service detected since baseline: Intel(R) TPM Provisioning Service
2026-04-07 19:53:54,618 | WARNING | MEDIUM | New service detected since baseline: Intel(R) Audio Service
2026-04-07 19:53:54,618 | WARNING | MEDIUM | New service detected since baseline: Inventory and Compatibility Appraisal service
2026-04-07 19:53:54,618 | WARNING | MEDIUM | New service detected since baseline: IP Helper
2026-04-07 19:53:54,618 | WARNING | MEDIUM | New service detected since baseline: IP Translation Configuration Service
2026-04-07 19:53:54,620 | WARNING | MEDIUM | New service detected since baseline: Intel(R) Dynamic Application Loader Host Interface Service
2026-04-07 19:53:54,620 | WARNING | MEDIUM | New service detected since baseline: CNG Key Isolation
2026-04-07 19:53:54,620 | WARNING | MEDIUM | New service detected since baseline: KtmRm for Distributed Transaction Coordinator
2026-04-07 19:53:54,620 | WARNING | MEDIUM | New service detected since baseline: Server
2026-04-07 19:53:54,620 | WARNING | MEDIUM | New service detected since baseline: Workstation
2026-04-07 19:53:54,620 | WARNING | MEDIUM | New service detected since baseline: Lenovo Fn and function keys service
2026-04-07 19:53:54,620 | WARNING | MEDIUM | New service detected since baseline: LenovoVantageService
2026-04-07 19:53:54,620 | WARNING | MEDIUM | New service detected since baseline: Geolocation Service
2026-04-07 19:53:54,620 | WARNING | MEDIUM | New service detected since baseline: Windows License Manager Service
2026-04-07 19:53:54,620 | WARNING | MEDIUM | New service detected since baseline: Link-Layer Topology Discovery Mapper
2026-04-07 19:53:54,620 | WARNING | MEDIUM | New service detected since baseline: TCP/IP NetBIOS Helper
2026-04-07 19:53:54,620 | WARNING | MEDIUM | New service detected since baseline: Kerberos Local Key Distribution Center
2026-04-07 19:53:54,620 | WARNING | MEDIUM | New service detected since baseline: LSM
2026-04-07 19:53:54,620 | WARNING | MEDIUM | New service detected since baseline: Language Experience Service
2026-04-07 19:53:54,620 | WARNING | MEDIUM | New service detected since baseline: Downloaded Maps Manager
2026-04-07 19:53:54,623 | WARNING | MEDIUM | New service detected since baseline: McAfee WebAdvisor
2026-04-07 19:53:54,623 | WARNING | MEDIUM | New service detected since baseline: Mobile Connectivity Management Service
2026-04-07 19:53:54,623 | WARNING | MEDIUM | New service detected since baseline: McpManagementService
2026-04-07 19:53:54,623 | WARNING | MEDIUM | New service detected since baseline: Microsoft Defender Core Service
2026-04-07 19:53:54,623 | WARNING | MEDIUM | New service detected since baseline: Microsoft Edge Elevation Service (MicrosoftEdgeElevationService)
2026-04-07 19:53:54,623 | WARNING | MEDIUM | New service detected since baseline: Windows MIDI Service
2026-04-07 19:53:54,623 | WARNING | MEDIUM | New service detected since baseline: Windows Defender Firewall
2026-04-07 19:53:54,623 | WARNING | MEDIUM | New service detected since baseline: Distributed Transaction Coordinator
2026-04-07 19:53:54,623 | WARNING | MEDIUM | New service detected since baseline: Microsoft iSCSI Initiator Service
2026-04-07 19:53:54,623 | WARNING | MEDIUM | New service detected since baseline: Windows Installer
2026-04-07 19:53:54,623 | WARNING | MEDIUM | New service detected since baseline: MS-MPI Launch Service
2026-04-07 19:53:54,630 | WARNING | MEDIUM | New service detected since baseline: MySQL80
2026-04-07 19:53:54,630 | WARNING | MEDIUM | New service detected since baseline: Nahimic service
2026-04-07 19:53:54,630 | WARNING | MEDIUM | New service detected since baseline: Natural Authentication
2026-04-07 19:53:54,631 | WARNING | MEDIUM | New service detected since baseline: Network Connectivity Assistant
2026-04-07 19:53:54,631 | WARNING | MEDIUM | New service detected since baseline: Network Connection Broker
2026-04-07 19:53:54,631 | WARNING | MEDIUM | New service detected since baseline: Network Connected Devices Auto-Setup
2026-04-07 19:53:54,631 | WARNING | MEDIUM | New service detected since baseline: Netlogon
2026-04-07 19:53:54,631 | WARNING | MEDIUM | New service detected since baseline: Network Connections
2026-04-07 19:53:54,631 | WARNING | MEDIUM | New service detected since baseline: Network List Service
2026-04-07 19:53:54,631 | WARNING | MEDIUM | New service detected since baseline: NetSetupSvc
2026-04-07 19:53:54,631 | WARNING | MEDIUM | New service detected since baseline: Net.Tcp Port Sharing Service
2026-04-07 19:53:54,631 | WARNING | MEDIUM | New service detected since baseline: Microsoft Passport Container
